City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kolkata,03-03-2024,305.3,449.4,126.8,106.3,57.9,47.3,7.78,55.3,78.1,4.25,12.94,7.05,269,Satisfactory
Bangalore,03-03-2024,164.9,63.2,2.9,91.7,67.4,29.7,8.21,82.6,131.1,7.18,26.46,4.28,415.8,Severe
Delhi,04-03-2024,489.3,354.5,178,67.6,19.6,33.4,8.64,50,115,0.59,5.44,1.52,472.5,Poor
Mumbai,04-03-2024,340.5,333.4,163.9,109.3,88.9,31.7,4.71,71.8,172.2,0.29,11.56,5.09,391.7,Good
Chennai,04-03-2024,492.4,127.2,157.3,143.9,225,30.5,3.38,55.6,124.8,6.8,25.04,8.11,315.9,Good
Kolkata,04-03-2024,249.1,574.4,147.3,112.1,9,14.1,6.32,14.8,81.5,19.25,13.95,4.35,269.3,Moderate
Bangalore,04-03-2024,362.7,552.9,132,95.8,189,33.8,4.88,22.7,181.9,10.78,20.91,2.62,48.4,Satisfactory
Delhi,05-03-2024,383.5,116.9,10.5,25.5,115.7,14.4,0.08,32.9,33.2,9.19,9.48,1.52,254.8,Severe
Mumbai,05-03-2024,401.9,21.6,144.1,94.8,97.4,21.7,2.81,1.3,137,18.94,16.05,5.82,491.1,Very Poor
Chennai,05-03-2024,271.3,258.9,51.2,39.5,92.1,34.8,8.6,39.3,82.8,2.77,28.03,5.83,55.1,Severe
Kolkata,05-03-2024,495.5,42,85.5,139.9,248.9,23.8,2.53,5,108.4,8.61,11.24,5.16,271.6,Poor
Bangalore,05-03-2024,271,124.6,45.9,84.6,233.3,12.3,3.62,48.5,160.7,12.64,24,7.12,99.8,Good
Delhi,06-03-2024,156.7,89.4,101.9,141,174.8,10.9,2.22,43,40.4,12.31,17.29,9.34,50.4,Good
Mumbai,06-03-2024,489.3,387.8,143.3,96.2,60.6,44,0.39,28.9,10,4.87,7.36,8.49,368.5,Moderate
Chennai,06-03-2024,324.7,48.7,145.8,65.1,47.5,7.1,9.41,21.1,195.7,12.95,1.25,4.59,324,Very Poor
Kolkata,06-03-2024,457.7,493.2,5.6,19.2,58.1,2.1,6.67,61.6,184.5,9.55,26.73,4.88,438.6,Moderate
Bangalore,06-03-2024,96.6,17.3,188.7,105.2,131.9,29.2,1.41,72.2,126.2,17.95,15.55,0.28,35.4,Severe
Delhi,07-03-2024,217.4,291.1,107.7,24.6,158.1,18.7,1.03,62.3,165,18.89,5.37,5.54,63.7,Moderate
Mumbai,07-03-2024,241.7,160.8,117.3,127.6,65.5,6.7,6.95,15.4,107.1,17.39,28.23,9.94,396.9,Severe
Chennai,07-03-2024,157.7,463.2,83.8,58.4,126.4,21.2,5.65,94.7,190.5,2.82,20.63,9.7,170.8,Poor
Kolkata,07-03-2024,100,424.4,167.5,83.3,234.4,30.7,5.27,36.1,47.1,0.16,24.4,6.98,369.1,Moderate
Bangalore,07-03-2024,148.3,373.9,5.6,80.3,32.7,18.2,8.42,19.3,158.6,2.41,20.39,1.07,122.7,Severe
Delhi,08-03-2024,42.1,580.4,79.7,147.1,154,25,9.76,65.2,181.3,8.59,6.5,2.46,88.9,Severe
Mumbai,08-03-2024,426.7,567,65.2,33.9,91.4,21.3,7.34,46.8,181.6,11.23,7.98,3.98,160,Satisfactory
Chennai,08-03-2024,19,369.9,84.6,30.7,198.7,15.9,7.55,34.1,146.1,8.86,7.03,1.41,341.7,Severe
Kolkata,08-03-2024,15.6,280.5,20.4,127.7,193.7,19.2,1.29,47.2,195.6,0.18,20.48,3.65,498.6,Moderate
Bangalore,08-03-2024,340.3,115.7,39.4,122.9,179.6,48.6,6.69,51,8.7,6.61,26.68,4.53,260.5,Good
Delhi,09-03-2024,32.1,68.2,170.7,43.7,15.9,37.3,3.63,13.3,77.1,0.14,27.04,8.35,271.3,Good
Mumbai,09-03-2024,202.1,317.2,186.8,24.2,55.4,43.9,9.04,93.7,130.7,13.39,6.33,1.44,372.4,Satisfactory
Chennai,09-03-2024,344.6,94.1,52.2,52.7,59.8,2.3,4.31,90.1,151.2,9.04,19.18,4.14,402.9,Satisfactory
Kolkata,09-03-2024,316.1,267.1,160.7,129.8,213.9,42.6,2.87,72.6,159.6,0.74,22.11,6.4,305.1,Satisfactory
Bangalore,09-03-2024,432.7,376,22.1,32.1,195.1,41.7,2.96,87.1,183.9,7.27,12.63,8.28,481.8,Good
Delhi,10-03-2024,263,108.6,119.6,145.3,69.5,16.6,8.74,38.3,162.7,19.46,17.14,4.55,433.4,Severe
Mumbai,10-03-2024,233.3,249,127.9,88.8,184.3,14.4,2.24,12,82,19.97,13.54,2.69,415.2,Good
Chennai,10-03-2024,352.8,198.6,130.1,54.6,102.6,5.8,4.42,36.9,93.2,11.04,17.95,4.97,327.8,Poor
Kolkata,10-03-2024,258.9,583.2,17,31.6,242.6,43.2,2.06,9.9,49.6,8.3,11.42,2.29,341,Good
Bangalore,10-03-2024,378.5,132.9,179.6,103,64.2,7.2,5.93,66.3,167.7,3.77,9.08,4.81,294.5,Good
Delhi,11-03-2024,222.7,279.9,26,102.4,77.3,13.4,5.67,1.1,146.4,4.67,2.91,8.6,266.8,Very Poor
Mumbai,11-03-2024,190.7,411.1,83,4.7,98.2,35.5,1.8,97.6,89,9.59,6.79,4.04,72.8,Very Poor
Chennai,11-03-2024,393.3,517.8,155.4,25.8,186.1,26.2,5.29,2.2,146,5.37,28.16,7.36,308.7,Good
Kolkata,11-03-2024,292.1,359.6,0.2,119.3,203.8,26.3,4.93,20.1,65,12.74,6.87,6.78,185.6,Poor
Bangalore,11-03-2024,238,97.1,144.1,83.5,32.6,18.1,0.83,90.1,189.9,4,24.46,7.62,192.4,Poor
Delhi,12-03-2024,160.7,367.7,54.3,119,25.2,44.1,7.38,58.5,38.9,0.76,14.45,5.24,234.4,Poor
Mumbai,12-03-2024,354.9,397.4,48.1,59.1,80.9,9.8,1.4,12.4,63.3,16.69,2.25,1.76,115.4,Severe
Chennai,12-03-2024,131.5,334.1,183.7,82.5,13.8,38,6.16,0.4,161.8,8.89,12.69,7.51,111.7,Moderate
Kolkata,12-03-2024,267.3,488.9,194.6,57.9,183.3,13.7,4.58,7.8,45.6,2.93,24.23,3.81,273.8,Good
Bangalore,12-03-2024,395.1,17,151,41.1,115.7,40.2,6.66,32.3,99.5,9.45,10.51,3.03,82.3,Good
Delhi,13-03-2024,177.6,169,65.5,81.3,96.1,26.9,7.99,53.6,188.9,2.84,15.09,8.99,453.7,Good
Mumbai,13-03-2024,201.4,258,94.6,139.1,52.5,16.5,8.29,69.7,191.1,9.01,1.45,6.73,429.3,Poor
Chennai,13-03-2024,346.9,534.3,145.5,113.1,163.2,25.4,6.53,25.1,159.3,12.03,5.19,1.04,356.4,Good
Kolkata,13-03-2024,324.4,549.7,111.9,133.7,126.6,22.2,9.46,9.3,180.4,8.42,15.96,9.72,8.6,Poor
Bangalore,13-03-2024,217.9,408,15.3,138.3,18.9,9.4,5.23,64.1,118.9,19.1,21.9,8.99,233.2,Satisfactory
Delhi,14-03-2024,72.2,35.6,37.7,103.4,27.9,33.1,0.35,50.2,34,18.51,12.97,2.93,483.7,Very Poor
Mumbai,14-03-2024,238.5,112.5,114.9,105.5,152.1,22.8,7,92.4,17.8,15.31,2.1,4.59,397.1,Satisfactory
Chennai,14-03-2024,233,266.7,195.7,134.7,91.8,11.3,2.32,69.5,101.6,5.63,3.62,0.18,75.3,Satisfactory
Kolkata,14-03-2024,202,299.3,29.3,84.6,180.2,26.3,3.48,96.2,71.4,13.59,1.83,9.25,148,Severe
Bangalore,14-03-2024,413.8,169.7,115.8,62.9,156.6,19.3,5.32,33.7,135.7,16.26,9.36,3.05,486,Satisfactory
Delhi,15-03-2024,486.1,426.6,120.7,135.6,220,35.9,3.76,14.5,141,7.19,27.93,1.25,322.6,Satisfactory
Mumbai,15-03-2024,324.7,2.3,92.1,80,80.9,36.3,7.3,47.3,98.5,2.73,26.1,4.35,60.6,Satisfactory
Chennai,15-03-2024,277.3,424.9,167.7,79.1,110.6,43.7,3.46,77.6,141.6,19,3.78,3.69,89.4,Severe
Kolkata,15-03-2024,144.9,592.9,158.4,120.3,43.3,44,7.61,39.7,86.1,10.63,26.92,7.55,128.8,Severe
Bangalore,15-03-2024,216,536.1,199.9,71.9,98.2,49,5.85,43,91.1,13.41,0.11,7.59,134.2,Severe
Delhi,16-03-2024,487.2,148,0.2,14.5,221.3,42.9,1.83,65.3,88.8,3.74,7.45,9.08,175.4,Poor
Mumbai,16-03-2024,491.7,367.8,37.2,10.4,125.3,0.8,1.05,37.9,138.1,3.71,17.35,2.17,294,Severe
Chennai,16-03-2024,388.1,496.8,124.4,109.6,199.7,9.8,0.31,12.5,78.7,14.29,0.5,6.79,68,Severe
Kolkata,16-03-2024,458.5,304.9,0.4,86.3,194.5,45.1,5.01,79.2,31.5,11.27,22.55,8.04,496.4,Poor
Bangalore,16-03-2024,443.6,234,117.3,95,102.3,5.2,3.11,19.5,126.7,2.84,11.71,4.03,159.1,Satisfactory
Delhi,17-03-2024,421.3,56.6,142.7,81.3,148.8,17.1,6.57,29.4,11.7,19.34,12.81,9.03,376.9,Moderate
Mumbai,17-03-2024,217.2,224.5,185.3,119.6,195,13.5,8.6,29.7,133.7,16.62,2.21,4.27,109.8,Poor
Chennai,17-03-2024,496.2,351.9,54.7,81.9,46.7,45.3,8.49,29.7,115.9,4.7,10.53,4.35,302.7,Satisfactory
Kolkata,17-03-2024,160.8,8.2,28.5,148.5,95.9,17,5.72,82.8,122.7,11.74,17.68,2.38,419.6,Severe
Bangalore,17-03-2024,487.3,204.1,192.9,140.4,240.9,14.5,8.31,72.1,33.8,16.66,24.28,8.99,144.7,Moderate
Delhi,18-03-2024,471,130.8,95.7,46.6,247.4,15.9,3.46,27.3,57.6,11.13,17.88,0.77,137.1,Poor
Mumbai,18-03-2024,179.9,558.5,99.9,57,238.9,38.2,2.24,77.9,100,14.34,16.82,0.53,291.5,Satisfactory
Chennai,18-03-2024,291.9,489.9,129.8,128.1,62.5,27.5,4.32,88.6,154.9,3.59,23.2,0.51,466,Satisfactory
Kolkata,18-03-2024,219.1,35.8,116.8,89.1,24.8,9.4,5.87,66.6,41,14.74,8.67,2.07,201.3,Satisfactory
Bangalore,18-03-2024,114.1,33.5,120.7,83.5,247.7,19.5,7.1,82.4,103.2,14.48,1.79,7.74,280.6,Poor
Delhi,19-03-2024,226.3,101.5,111.8,12.6,132.6,22.5,0.36,46.7,5.6,7.7,28.94,6.47,24,Poor
Mumbai,19-03-2024,129.8,229.1,80.5,137.9,151.7,45.2,3.36,72,148,8.75,21.88,0.84,407.1,Poor
Chennai,19-03-2024,238.8,285.4,32.1,49.9,41.6,33.7,8.07,22,43.5,19.49,2.16,8.33,22.3,Very Poor
Kolkata,19-03-2024,398.3,491.6,154.2,113.3,229.4,21.2,7.94,0.5,176.8,2.15,11.64,8.45,111.9,Very Poor
Bangalore,19-03-2024,431.8,296.7,86.9,10.3,117.3,45.4,3.38,81,163.6,8.63,24.62,1.3,103.8,Very Poor
Delhi,20-03-2024,436.8,148.6,160.7,90.5,132.4,0,5.43,80.3,132.9,8.45,26.72,1.09,93.3,Satisfactory
Mumbai,20-03-2024,425.4,486.3,88,17.4,55,18.6,2.1,56.4,186.6,17.11,24.3,6.78,420.8,Moderate
Chennai,20-03-2024,190,143.5,123.2,9.5,111.1,46.3,0.36,23.5,21.1,19.59,20.71,7.8,105,Moderate
Kolkata,20-03-2024,98.6,559.7,137.9,84.8,78.6,1.4,8.21,57.4,19.4,19.2,3.71,9.72,165.3,Poor
Bangalore,20-03-2024,176.6,58.4,141.3,137.8,204.9,33.7,6.88,0,56,15.62,1.32,4.2,238.3,Good
Delhi,21-03-2024,199,230.3,153.8,70.8,39.8,40.7,7.57,17.6,33.8,15,23.05,5.76,355,Moderate
Mumbai,21-03-2024,166.5,566.1,66.9,88.5,119.6,37.8,7.47,76.1,138.5,13.91,15.73,1.53,419.5,Good
Chennai,21-03-2024,383.1,111.6,34.2,140.1,247.1,24.3,4.13,41.2,91.1,18.84,3.7,4.2,297,Very Poor
Kolkata,21-03-2024,474.5,236.3,44.8,145.9,169.5,20.2,6.01,32.2,49.6,17.18,5.76,7.24,474.1,Good
Bangalore,21-03-2024,131.1,139.2,92.3,148.2,62.1,31.7,6,99.2,139.5,5.36,22.36,0.08,453.4,Severe
Delhi,22-03-2024,115.2,319.4,179.9,51.4,167.2,12.4,9.48,15.8,124.9,11.07,15.67,5.22,398.7,Poor
Mumbai,22-03-2024,30.6,25.6,83.8,63.3,52.8,32.1,2.24,48.3,129.2,7.38,1.63,0.13,282.7,Moderate
Chennai,22-03-2024,392,241.2,140.4,31.1,9.9,21.3,7.19,32.4,53.4,19.44,29.95,5.57,286.5,Good
Kolkata,22-03-2024,247.5,232.8,70.7,11.7,112.1,38,3.51,41.4,199.7,6.33,7.93,3.04,291.9,Poor
Bangalore,22-03-2024,178.6,485.9,48,59.1,226.7,27.2,1.08,37.8,191.5,11.67,4.55,5.46,304.7,Moderate
Delhi,23-03-2024,265.6,225.9,115.6,147.5,28.7,24.5,5.62,99.3,124.7,3.4,27.92,0.58,486.7,Good
Mumbai,23-03-2024,452.8,339.1,35.8,101.2,57.2,2.3,2.63,39,57.3,6.84,19.55,7.07,319,Moderate
Chennai,23-03-2024,113.8,52.7,58.6,1.7,46.9,16.8,1.29,84.6,16.3,10.66,27.04,7.1,297,Moderate
Kolkata,23-03-2024,200.5,572.2,51,125.3,75,34.8,6.06,34.3,43.8,16.23,3.48,6.33,385.9,Severe
Bangalore,23-03-2024,255.5,7.2,176.6,69.1,42.1,3.4,5.8,88.9,50.1,19.24,27.5,8.95,17.7,Good
Delhi,24-03-2024,54.2,450.5,159.6,1.2,226.5,26.9,3.4,6.4,75.9,17.75,27.44,2.66,184,Very Poor
Mumbai,24-03-2024,65.2,160.6,48.5,135.2,143.9,2.9,0.63,70.5,35.8,11.8,16.32,3.58,306.1,Severe
Chennai,24-03-2024,85.4,301.8,173,37.2,49.8,23.3,3.41,51,75.9,12.43,1.97,8.62,76.5,Severe
Kolkata,24-03-2024,383.6,107.7,24.4,111,238,17.8,0.9,28.4,80,15.47,22.58,1.03,49.5,Poor
Bangalore,24-03-2024,15.4,44.9,13,85.3,206.8,31.1,6.24,69.9,151.5,7.56,29.12,1.81,135.2,Good
Delhi,25-03-2024,322.8,129.4,133.2,34.5,209.8,37,3.87,6.2,23.4,12.41,27.92,0.68,458.5,Satisfactory
Mumbai,25-03-2024,281,497.4,6.8,71,105.9,18.2,5.46,66,93.8,15.46,13.92,4.79,393.9,Good
Chennai,25-03-2024,166.8,271.6,114.5,2.5,21.3,46.5,4.85,48.1,133.2,7.67,8.66,7.78,466.1,Very Poor
Kolkata,25-03-2024,316.3,304.5,84.4,91.9,48.6,11.2,5.16,15.1,185,9.92,23.54,8.61,174.6,Moderate
Bangalore,25-03-2024,348.4,184.8,65.3,31,139.7,46.6,3.8,39.4,144.2,6.28,6.89,1.31,137.9,Very Poor
Delhi,26-03-2024,383.1,209.2,109.2,57,48,33.8,6.43,16.6,20.5,2.37,0.61,8.87,132.8,Very Poor
Mumbai,26-03-2024,159.5,132.6,140.9,45.7,141.6,47.4,7.88,90.6,35,8.91,6.31,9.72,21.4,Moderate
Chennai,26-03-2024,330,167.1,87.4,5.1,50.8,7.9,0.04,13.3,176.5,1.25,21.17,1.69,355.6,Good
Kolkata,26-03-2024,256.6,254,176.7,135.6,9.6,24.2,8.81,72.1,6.7,6.7,0.13,3.73,447.7,Very Poor
Bangalore,26-03-2024,378.7,362.9,77.4,64.8,54.2,22.7,4.1,54.9,118.6,12.51,12.22,2.28,19,Very Poor
Delhi,27-03-2024,247.3,580.9,87.9,111.7,70.5,31.3,5.25,40.2,29.9,10.51,15.06,5.28,9.6,Satisfactory
Mumbai,27-03-2024,45.7,527.7,39.8,96,61,10.3,8.49,74.5,13.5,3.16,12.05,9.15,238.7,Severe
Chennai,27-03-2024,117.9,540,154.3,140.3,79.9,40.5,3.15,59.9,79.1,6.69,8.35,3.79,372.1,Poor
Kolkata,27-03-2024,239.8,143.8,6.7,60.5,100.2,26.4,0.24,20.2,197.8,19.07,8.28,0.92,273.4,Moderate
Bangalore,27-03-2024,106.4,374.6,73.2,3.9,237.2,4.9,6.36,37.1,161.5,3.33,25.17,6.84,228.6,Good
Delhi,28-03-2024,285.3,6.8,174.7,81.4,105.8,39.3,9.49,49.2,88.8,12.05,29.25,1.63,377.4,Satisfactory
Mumbai,28-03-2024,458.8,479.8,122.7,90.7,234.6,11.7,4.65,43.7,34.5,3.86,20.83,8.59,157.9,Satisfactory
Chennai,28-03-2024,213.3,301,196.8,85,194.1,25.3,7.26,13.3,123.8,7.66,14.73,4.44,35.4,Poor
Kolkata,28-03-2024,449.2,234.8,186.7,35.6,227.8,16.5,0.66,80.9,77,3.65,13.6,0.44,145.1,Severe
Bangalore,28-03-2024,269.6,532.6,52.8,44.4,73.5,39.4,8.04,62.9,103.9,3.13,21.77,4.77,208,Moderate
Delhi,29-03-2024,192.1,17.1,128.5,123,208.8,49.3,5.01,53.1,48.8,0.91,27.09,7.54,246.1,Moderate
Mumbai,29-03-2024,193.7,78.4,29.6,104,43.5,45.7,8.64,5.9,74.8,18.76,17.59,4.99,21.9,Severe
Chennai,29-03-2024,246.1,187,125.6,88.2,164.8,21,2.72,58.3,96.9,6.97,10.42,7.01,143,Severe
Kolkata,29-03-2024,129.7,160.7,197,101.1,117.9,37,7.66,49.2,172.3,12.01,1.92,7.09,219.1,Moderate
Bangalore,29-03-2024,82.3,247.1,156.6,90.7,238.9,24.1,6.87,45,73.7,8.33,3.72,4.97,348,Very Poor
Delhi,30-03-2024,357.8,179.9,16,112.1,244.9,25.1,5.4,34.5,116.3,8.47,3.06,6.24,386.7,Satisfactory
Mumbai,30-03-2024,382.3,531.3,173.5,89,33.1,49.4,9.25,32.9,197.3,15.52,16.67,8.78,285.4,Severe
Chennai,30-03-2024,173.6,513.1,154.7,83.8,249.4,22.9,5.88,21.9,127.8,5.82,22.27,5.17,151,Moderate
Kolkata,30-03-2024,435,182.2,80.7,80.3,181,0.8,6.88,99.5,87.4,7.89,29.82,2.92,450.9,Good
Bangalore,30-03-2024,172.2,550.6,0.8,113.5,102.7,43.8,4.38,41.4,40.5,14.66,11.09,1.76,43.8,Very Poor
Delhi,31-03-2024,191.4,567.1,16.5,19.8,48.6,33.7,1.87,58.4,10.6,12.64,13.02,0.69,340,Severe
Mumbai,31-03-2024,443.8,438.7,91.6,109,145.3,3.7,6.52,31.6,151.8,2.06,7.37,6.13,373.4,Satisfactory
Chennai,31-03-2024,264.2,263.3,10.9,144.2,247.7,41.5,4.3,59,61.5,4.15,9.02,9.54,364,Moderate
Kolkata,31-03-2024,241.2,94,174.3,9.6,156.8,15.3,0.09,44.1,134.8,7.52,4.12,9.31,462.1,Poor
Bangalore,31-03-2024,283.4,165.9,147.7,13.7,21.4,32.3,8.49,22.8,26.8,7.57,5.45,9.27,434.7,Moderate
Delhi,01-04-2024,397.2,264,95.8,121.3,182.6,41.7,4.62,37.6,2.4,0.83,21.02,3.87,32.6,Poor
Mumbai,01-04-2024,306.3,330.8,161.8,96.1,22.8,11.2,6.25,76.9,178.8,6.48,8.7,9.8,263.1,Moderate
Chennai,01-04-2024,373.4,458.5,54.6,148.4,147.3,25,1.41,73,64.5,16.2,21.08,8.76,30.3,Poor
Kolkata,01-04-2024,176.7,82.2,179.5,28,45,4.9,1.07,3,5.8,7.47,22.94,1.8,451.3,Very Poor
Bangalore,01-04-2024,53.5,524.8,76.5,121.4,183.4,17.2,6.67,24.5,44.5,19.01,22.45,8.77,25.6,Very Poor
Delhi,02-04-2024,14.6,160.7,6.9,147,49.8,20.8,4.5,70.6,18.6,11.09,6.29,6.76,401.7,Very Poor
Mumbai,02-04-2024,349.7,169.7,61.7,86.3,87.3,28.5,0.15,80.1,104,5.26,20.01,8.38,217.1,Very Poor
Chennai,02-04-2024,496.8,140,11.6,82.2,40.5,4.7,7.53,69,186,5.88,23.55,5.86,247,Satisfactory
Kolkata,02-04-2024,257,366.1,63.5,132.5,30.2,37.5,1.77,45.7,172,17.81,5.83,0.69,302.9,Very Poor
Bangalore,02-04-2024,145.4,326.1,104.5,7.8,231.4,14.4,9.58,89.1,17.3,9.64,25.43,6.75,126,Very Poor
Delhi,03-04-2024,238.2,46.6,74.5,40.4,101.1,3.8,4.73,97.9,28.8,9.02,20.22,6.7,485.9,Severe
Mumbai,03-04-2024,18.1,552.6,76.5,113.8,122.4,13.4,1.39,44,106,8.07,25.84,0.95,339.1,Moderate
Chennai,03-04-2024,232.9,177.6,155.7,20.8,192.3,37.4,5.71,41.6,39.2,19.29,4.17,3.16,325.7,Poor
Kolkata,03-04-2024,415.2,251.7,192.5,76.2,178.7,34.3,8.96,94.7,33.8,11.76,4.15,1.78,479,Poor
Bangalore,03-04-2024,449.4,269.6,179.6,102.1,161.4,11.3,7.92,91.1,182.2,11.39,18.05,4.46,419.9,Very Poor
Delhi,04-04-2024,440.7,391.6,131.2,112.6,192.6,39.4,2.16,46.4,197.3,0.05,19.34,7.92,451.5,Poor
Mumbai,04-04-2024,491.9,432.3,187.9,125.4,31.2,34.7,1.93,97,57.6,3.84,26.87,2.4,311.1,Very Poor
Chennai,04-04-2024,133.9,131.5,194.7,43.6,225.6,39.3,0.82,27.3,119.8,13.02,29.48,0.18,430.1,Good
Kolkata,04-04-2024,371.3,268.6,17.8,9.3,135,37.5,9.15,95.8,64.7,4.73,19.35,2.33,278.8,Good
Bangalore,04-04-2024,117.1,302.8,124.4,134.4,15.9,30.4,3.84,59.7,104.4,6.55,22.74,0.7,156.8,Very Poor
Delhi,05-04-2024,209.7,16.6,133.2,66.3,223.6,48.7,4.47,25.3,178.4,13.7,27.11,2.32,124,Severe
Mumbai,05-04-2024,177.4,383.7,100.1,5.5,185.8,5.6,3.56,42.7,11.1,18.83,17.44,1.71,249.5,Moderate
Chennai,05-04-2024,45.4,190.3,21.3,4.7,145.3,41.7,5.13,79.3,129.9,16.28,22.66,4.28,273.8,Very Poor
Kolkata,05-04-2024,291.3,22.3,174.7,52.4,61.3,13,4.48,6.5,4.1,5.42,3.6,2.14,94.4,Poor
Bangalore,05-04-2024,277.7,492.9,145,149.6,23.6,35.4,3.18,33.9,178.7,14.96,13.71,8.23,361.9,Good
Delhi,06-04-2024,72.1,424.4,45.6,56.3,72.6,5.1,0.82,63,94.6,6.2,4.69,1.49,262.7,Moderate
Mumbai,06-04-2024,469,521.4,144.6,137.7,83.1,13.3,1.83,73.5,177.1,4.06,15.26,4.17,357.6,Poor
Chennai,06-04-2024,362.2,513.3,99.7,132,27.4,32.5,6.71,91.8,86.7,8.37,6.48,8.8,252.9,Very Poor
Kolkata,06-04-2024,134.6,46,27.4,102.1,193.3,34.9,1.72,19.4,134.4,9.34,21.32,4.35,148.9,Poor
Bangalore,06-04-2024,272.1,550,72.3,70,49.6,1.8,4.7,83.5,160.2,12.27,12,3.93,338.9,Very Poor
Delhi,07-04-2024,57.7,78.9,136.8,61.8,161.3,16.8,6.08,46.9,144.9,5.14,5.08,4.28,327.8,Poor
Mumbai,07-04-2024,370.8,283.2,64.7,81.6,59.8,42.6,6.92,87.7,189.1,3.18,13.91,1.75,167.2,Severe
Chennai,07-04-2024,28.5,582.4,57.1,115.7,167.5,32.6,6.1,62.8,82.6,15.8,9.74,4.2,309.2,Good
Kolkata,07-04-2024,54.3,210.1,179,56.7,145.1,20,0.5,79.2,146.3,15.09,26.22,5.41,57,Satisfactory
Bangalore,07-04-2024,427.1,185.1,116.9,90.4,209.8,37.2,9.37,9.9,31.9,7.19,0.91,8.56,475.9,Very Poor
Delhi,08-04-2024,286,206,29.5,139.8,155.7,12.4,1.77,51.9,117.8,18.45,14,7.48,14.8,Satisfactory
Mumbai,08-04-2024,332.3,588.3,152.8,73,166.5,48.5,3.27,19.4,171.9,17.97,24.5,2.26,487.2,Poor
Chennai,08-04-2024,424.8,329.5,50.1,91.1,249.8,49.1,0.25,1.4,164.4,12.96,20.46,9.17,423.3,Poor
Kolkata,08-04-2024,348.9,125.8,19.8,106.7,99,43.4,8.37,15.5,134.4,6.24,0.9,4.19,428.2,Good
Bangalore,08-04-2024,66.7,403.5,110.2,19.3,166.6,10.9,4.41,50.2,135,19.71,20.69,0.39,207.1,Good
Delhi,09-04-2024,368.5,283.9,181.4,89,117.4,40.1,9.45,88.9,185.2,13.91,7.35,5.12,239.5,Very Poor
Mumbai,09-04-2024,71,355.6,21.1,67.1,83.8,25.5,9.11,25.1,51.8,17.15,10.53,2.68,324.9,Very Poor
Chennai,09-04-2024,142.5,564.1,11.9,132.3,187.7,33.8,2.41,94.3,188.5,14.93,12.45,6,376.3,Moderate
Kolkata,09-04-2024,118.8,132.2,127.7,18.5,125,33.8,3.02,43.7,2.8,7,1.61,0.62,352.8,Good
Bangalore,09-04-2024,346.6,588.7,30.6,31,168.4,0.7,9.31,85.5,104.4,6.86,26.22,2.69,202.6,Satisfactory
Delhi,10-04-2024,443.1,231.9,64.1,35,55.9,35.7,1.67,4.1,116.1,7.05,3.27,2.88,382.7,Poor
Mumbai,10-04-2024,116.5,215.1,193.4,118.1,123.9,3.9,2.62,61.2,132.2,14.88,0.82,4.89,397.5,Severe
Chennai,10-04-2024,478.4,393.9,134.2,125.1,215.8,17.4,2.62,91,32.3,16.61,25.1,6.65,308.7,Very Poor
Kolkata,10-04-2024,21.9,70.5,84.7,92.9,214.5,17.7,7.32,95,149.6,7.91,26.9,5.05,302.5,Poor
Bangalore,10-04-2024,291.9,542.5,67.4,52,63.3,1.7,8.92,21.3,87.2,8.49,24.07,3.8,86.4,Severe
Delhi,11-04-2024,85.4,549.9,119,103.5,52.9,26.7,0.19,96.1,134.5,6.16,2.16,3.3,337.9,Good
Mumbai,11-04-2024,84.8,469.4,161.1,66.4,215.1,16.5,6.83,62,161.9,16.46,24.44,5.18,447.4,Very Poor
Chennai,11-04-2024,0.2,204.2,146.7,43,61.1,21.7,5.19,88.4,27.7,2.09,1.5,0.79,312.2,Severe
Kolkata,11-04-2024,490.4,522.5,193.4,105.8,189,6.1,0.22,61,197.6,10.76,19.77,6.41,206.8,Good
Bangalore,11-04-2024,20.3,469.5,55.5,137.5,102.7,33.1,4.34,67.6,94.4,3.39,21.33,3.49,496.3,Good
Delhi,12-04-2024,178.6,32.2,1,2.5,182.7,7,9.77,20.7,119,2.6,26.17,3.93,295.7,Poor
Mumbai,12-04-2024,204.8,277.9,177.7,108.1,198.4,25.3,6.91,14.4,13.4,4.4,25.88,6.18,115.9,Satisfactory
Chennai,12-04-2024,240.2,21.5,107.2,136.1,228.7,44.3,0.08,5.4,3.9,13.96,9.62,7.42,391.1,Very Poor
Kolkata,12-04-2024,12.7,283.1,178.5,103.4,49.6,42.1,2.39,8.9,15.7,5.77,15.37,3.74,135,Moderate
Bangalore,12-04-2024,132.1,237.3,140.6,41,218.7,0.1,8.96,2.7,73,15.91,17.18,5.16,252.3,Severe
Delhi,13-04-2024,116.1,476.7,45.9,12.7,13.2,31.4,1.03,23.2,104.2,4.88,18.62,6.95,72.3,Satisfactory
Mumbai,13-04-2024,361,23.8,1,29.6,73.7,33.8,7.74,61.9,146.6,9.61,28.98,6.62,441.9,Very Poor
Chennai,13-04-2024,347.7,161.7,23.8,124.6,188.9,45,0.54,44.7,70.3,18.12,29.14,9.66,257.5,Moderate
Kolkata,13-04-2024,378.3,590.3,127.3,15.3,170.8,14.9,3.49,94,32.3,16.93,8.6,7.43,237.4,Severe
